id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name
15632,,superficial stratum of TPaA,TPaAs,10,12,3,8390,15626,9,17,70,/15564/15565/15566/15567/15568/15622/15623/15624/15626/15632/,B0754D,,,f,9987,3639229929,734881840,superficial stratum of TPaA
262,315,Reticular nucleus of the thalamus,RT,8,1,3,8690,856,6,1,703,/997/8/343/1129/549/856/262/,FF909F,,,f,704,2529312902,734881840,Reticular nucleus of the thalamus
101,861,Ventral cochlear nucleus,VCO,8,1,3,8690,607,7,1,942,/997/8/343/1065/354/386/607/101/,FFA5D2,,,f,943,1142812669,734881840,Ventral cochlear nucleus
4930,4929,ventricular zone of SeStr,SeStrv,9,8,3,8000,6862,10,13,221,/6070/5012/5450/5866/8224/6608/7480/8068/7780/6862/4930/,FF8833,,,f,4891,863618318,734881840,ventricular zone of SeStr
3884,3884,"anterior pretectal nucleus, dorsal superficial part",APTDS,11,2,3,8000,3883,11,4,799,/2000/2001/2002/2020/2035/2036/2038/3866/3876/3878/3883/3884/,EDB45C,,,f,2180,1206180764,734881840,anterior pretectal nucleus dorsal superficial part
11929,,outer SZ in primary somatosensory cortex,pSZs1o,,11,3,8660,11928,9,16,436,/10153/10154/10155/10156/10157/10506/10536/10539/11928/11929/,EFCEB6,,,f,7036,1490143451,734881840,outer SZ in primary somatosensory cortex
7082,7081,dorsal subiculum,DS,12,8,3,8000,5530,10,13,438,/6070/5012/5450/5866/8224/6608/7480/8216/6054/5530/7082/,FF70A0,,,f,5108,27250778,734881840,dorsal subiculum
3618,3618,periventricular stratum of PHyB-I,PHyB-Ip,10,2,3,8000,3617,9,4,513,/2000/2001/2002/2003/2012/2016/2018/3615/3617/3618/,ED5CB1,,,f,1894,2690394495,734881840,periventricular stratum of PHyB-I
13072,,premammillary nulceus,PMN,,11,3,8660,10495,8,16,2112,/10153/10154/10155/10156/10157/10389/10467/10495/13072/,C178A2,,,f,8712,717099758,734881840,premammillary nulceus
8444,8443,"ventricles, isthmic basal plate",v_isB,5,8,3,8000,6154,5,13,1759,/6070/7210/8300/7676/6154/8444/,E65DFF,,,f,6429,3029485170,734881840,ventricles isthmic basal plate
6752,6751,lateral part of the isB,isBL,7,8,3,8000,7406,6,13,1101,/6070/5012/5460/6626/8192/7406/6752/,FF8CEA,,,f,5771,2814090362,734881840,lateral part of the isB
309780612,,Cellular Tumor sampled by high expression of gene ID1,CT-ID1,,10,3,8040,309780596,4,15,18,/9429/301810157/122767073/309780596/309780612/,05D004,,,f,6513,1523204810,734881840,Cellular Tumor sampled by high expression of gene ID1
17795,,supraoptic commissure,soc,12,12,3,8390,17735,2,17,2552,/15564/17735/17795/,CCCCCC,,,f,12469,650190658,734881840,supraoptic commissure
266441351,,stratum lacunosum of caudal CA2,CA2Csla,,11,3,8660,11291,14,16,1659,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10296/10298/11290/11291/266441351/,D1CEE2,,,f,8259,2610008921,734881840,stratum lacunosum of caudal CA2
4103,4097,inferior parietal lobule,IPL,,7,3,8490,4084,5,10,210,/4005/4006/4007/4008/4084/4103/,FF5D62,,,f,3041,3969512174,734881840,inferior parietal lobule
15590,,periventricular stratum of PO1,PO1p,10,12,3,8390,15589,10,17,28,/15564/15565/15566/15567/15568/15569/15576/15577/15587/15589/15590/,B46632,,,f,9945,2949921809,734881840,periventricular stratum of PO1
16101,,layer 6b of RSC,RSC-6b,12,12,3,8390,16099,11,17,553,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16093/16099/16101/,F32F4F,,,f,10470,4220016404,734881840,layer 6b of RSC
5444,5443,ventricular zone of r10BM,r10BMv,9,8,3,8000,7850,7,13,1579,/6070/5012/5460/5534/8014/7984/7850/5444/,BFFFF2,,,f,6249,4267479678,734881840,ventricular zone of r10BM
112763778,,mantle zone of POH,POHm,9,112755220,3,8000,112763774,8,112755225,49,/112763676/112763678/112763680/112763682/112763684/112763686/112763701/112763774/112763778/,A84D10,,,f,12641,1825603730,734881840,mantle zone of POH
878,958,"Primary somatosensory area, mouth, layer 1",SSp-m1,11,1,3,8690,345,9,1,73,/997/8/567/688/695/315/453/322/345/878/,188064,,,f,74,3213023761,734881840,Primary somatosensory area mouth layer 1
11628,,MZ in temporal polar cortex,tMZtp,,11,3,8660,10512,8,16,99,/10153/10154/10155/10156/10157/10506/10508/10512/11628/,F0D5E1,,,f,6699,2902472460,734881840,MZ in temporal polar cortex
146034772,,"collateral sulcus, rostral segment",cols-r,,11,3,8660,10618,8,16,2287,/10153/10154/10155/10156/10609/10610/10611/10618/146034772/,6D6E70,,,f,8887,330542877,734881840,collateral sulcus rostral segment
752,659,cerebellar peduncles,cbp,7,1,3,8690,960,3,1,1173,/997/1009/960/752/,CCCCCC,,,f,1174,3845133906,734881840,cerebellar peduncles
3926,3926,ventricular zone of CoPD,CoPDv,9,2,3,8000,3925,9,4,841,/2000/2001/2002/2020/2035/2036/2038/3924/3925/3926/,EDB45C,,,f,2222,633874975,734881840,ventricular zone of CoPD
16417,,oval paracentral nucleus,OPC,12,12,3,8390,16415,12,17,890,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16415/16417/,FFF189,,,f,10807,2531927429,734881840,oval paracentral nucleus
112764714,,periventricular stratum of ERCx (subventricular zone),ERp,10,112755220,3,8000,112764712,11,112755225,516,/112763676/112763678/112763680/112763682/112764008/112764010/112764034/112764310/112764502/112764708/112764712/112764714/,F2193C,,,f,12885,220481296,734881840,periventricular stratum of ERCx (subventricular zone)
3012,3012,lamina 6 of the spinal gray,6Sp,0,3,3,8200,3000,1,5,12,/3000/3012/,FFFFFF,,,f,2495,4038819396,734881840,lamina 6 of the spinal gray
4726,4720,"VIIIA, left, paravermis",PV-VIIIA,,7,1,8490,12941,8,10,1074,/4005/4006/4833/4696/4697/12930/12936/12941/4726/,00D5E8,,,f,3905,3612816562,734881840,VIIIA left paravermis
11187,,layer I of area VP,VP1,,11,3,8660,10274,12,16,1295,/10153/10154/10155/10156/10157/10158/10159/10160/10268/10270/10272/10274/11187/,EDC9C0,,,f,7895,2023764445,734881840,layer I of area VP
17209,,mantle zone of r4BM,r4BMm,9,12,3,8390,17207,7,17,1809,/15564/15565/16808/17092/17156/17182/17207/17209/,8E59E6,,,f,11726,1819474118,734881840,mantle zone of r4BM
266441363,,stratum moleculare of uncal CA3,CA3Usmo,,11,3,8660,266441359,14,16,1666,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10296/10299/266441355/266441359/266441363/,D1CEE2,,,f,8266,1958876233,734881840,stratum moleculare of uncal CA3
146034972,,nucleus incertus,NI,,11,3,8660,12503,9,16,2865,/10153/10154/10155/10653/10654/10655/10661/12416/12503/146034972/,6586BF,,,f,9465,3326658775,734881840,nucleus incertus
483,201,Medial habenula,MH,8,1,3,8690,958,7,1,712,/997/8/343/1129/549/856/958/483/,FF909F,,,f,713,176609275,734881840,Medial habenula
4646,4640,"arcuate nucleus of the hypothalamus, left, lateral part",ArcL,,7,1,8490,4644,7,10,665,/4005/4006/4391/4540/4633/12913/4644/4646/,7FFF97,,,f,3496,1229204226,734881840,arcuate nucleus of the hypothalamus left lateral part
2098,2098,r9 roof plate,r9R,5,2,3,8000,2097,5,4,967,/2000/2001/2047/2086/2097/2098/,5DF3FF,,,f,2348,4196137319,734881840,r9 roof plate
5502,5501,layer 3 of AOD cortex,AOD3,11,8,3,8000,5994,12,13,370,/6070/5012/5450/5866/8224/6608/7480/8216/5038/6442/5966/5994/5502/,ED8D6B,,,f,5040,1981884249,734881840,layer 3 of AOD cortex
11637,,MZ in hippocampal proper,MZhip,,11,3,8660,10513,8,16,132,/10153/10154/10155/10156/10157/10506/10508/10513/11637/,D1CEE2,,,f,6732,2178665775,734881840,MZ in hippocampal proper
12596,,cribriform nucleus,Crb,,11,3,8660,12595,8,16,2944,/10153/10154/10155/10653/10654/10662/12538/12595/12596/,5D6CB2,,,f,9544,247653562,734881840,cribriform nucleus
677,367,Visceral area,VISC,8,1,3,8690,315,6,1,114,/997/8/567/688/695/315/677/,11AD83,,,f,115,3549914160,734881840,Visceral area
16932,,posterior part of Int,IntP,13,12,3,8390,16929,11,17,1450,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16932/,F284FF,,,f,11367,3042027576,734881840,posterior part of Int
10160,,neocortex (isocortex),NCx,,11,3,8660,10159,7,16,659,/10153/10154/10155/10156/10157/10158/10159/10160/,E9CCC2,,,f,7259,1605910798,734881840,neocortex (isocortex)
3530,3530,intermediate stratum of the IG,IGi,10,2,3,8000,3528,11,4,422,/2000/2001/2002/2003/2012/2013/2015/3400/3505/3526/3528/3530/,ED985C,,,f,1803,420592209,734881840,intermediate stratum of the IG
6360,6359,intermediate stratum of PHyB-P,PHyB-Pi,10,8,3,8000,6392,9,13,524,/6070/5012/5450/5866/8224/5034/5392/6838/6392/6360/,ED1895,,,f,5194,2536705656,734881840,intermediate stratum of PHyB-P
11168,,layer IVA of area 17,V1-4A,,11,3,8660,11167,11,16,1270,/10153/10154/10155/10156/10157/10158/10159/10160/10268/10269/11167/11168/,C73835,,,f,7870,1264444817,734881840,layer IVA of area 17
112766685,,mantle zone of r3BM,r3BMm,9,112755220,3,8000,112766681,7,112755225,1490,/112763676/112763678/112766069/112766601/112766603/112766645/112766681/112766685/,7635CC,,,f,13416,1765666371,734881840,mantle zone of r3BM
16152,,superficial stratum of the IG,IGs,10,12,3,8390,16149,11,17,608,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16147/16149/16152/,FF5974,,,f,10525,260321007,734881840,superficial stratum of the IG
3636,3636,terete nucleus,Te,11,2,3,8000,3635,10,4,531,/2000/2001/2002/2003/2012/2016/2018/3626/3628/3635/3636/,ED5CB1,,,f,1912,841662600,734881840,terete nucleus
112766687,,periventricular stratum of r3BM,r3BMp,10,112755220,3,8000,112766685,8,112755225,1491,/112763676/112763678/112766069/112766601/112766603/112766645/112766681/112766685/112766687/,7635CC,,,f,13417,3820157658,734881840,periventricular stratum of r3BM
15740,,roof plate of evaginated telencephalic vesicle,TelR,5,12,3,8390,15739,6,17,178,/15564/15565/15566/15567/15738/15739/15740/,FAB17C,,,f,10095,3289461591,734881840,roof plate of evaginated telencephalic vesicle
112763835,,intermediate stratum of the retina,ENi,10,112755220,3,8000,112763826,9,112755225,77,/112763676/112763678/112763680/112763682/112763684/112763794/112763796/112763822/112763826/112763835/,A8663A,,,f,12659,446831684,734881840,intermediate stratum of the retina
265505074,,"corticobulbar tract, infracapsular part",cbu-ic,,7,3,8490,265505058,5,10,1478,/4005/9218/9219/9230/265505058/265505074/,F2F1F0,,,f,4309,2556719623,734881840,corticobulbar tract infracapsular part
3166,3166,periventricular stratum of POH,POHp,10,2,3,8000,3165,9,4,50,/2000/2001/2002/2003/2004/2005/2007/3163/3165/3166/,ED5CE1,,,f,1431,2249061769,734881840,periventricular stratum of POH
10945,,layer III of area 40rv,A40rv3,,11,3,8660,10228,13,16,1023,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10228/10945/,E49C33,,,f,7623,1286512416,734881840,layer III of area 40rv
301,603,stria terminalis,st,8,1,3,8690,768,4,1,1259,/997/1009/991/768/301/,CCCCCC,,,f,1260,2061919402,734881840,stria terminalis
16416,,paracentral nucleus,PC,12,12,3,8390,16415,12,17,889,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16409/16415/16416/,FFF189,,,f,10806,613165177,734881840,paracentral nucleus
8066,8065,ventricular zone of isBM,isBMv,9,8,3,8000,6760,7,13,1123,/6070/5012/5460/6626/8192/7406/6760/8066/,FFBFFB,,,f,5793,4266915622,734881840,ventricular zone of isBM
12141,,middle temporal gyrus,MTG,,11,3,8660,12139,7,16,2386,/10153/10154/10155/10156/10609/12112/12139/12141/,D55C92,,,f,8986,4000706474,734881840,middle temporal gyrus
146034820,,parahippocampo-ligual sulcus,phligs,,11,3,8660,10630,7,16,2326,/10153/10154/10155/10156/10609/10610/10630/146034820/,6D6E70,,,f,8926,2836359473,734881840,parahippocampo-ligual sulcus
12910,,posterior hypothalamic area,PHA,,7,3,8490,4665,5,10,618,/4005/4006/4391/4540/4665/12910/,7FFF89,,,f,3449,1411991869,734881840,posterior hypothalamic area
112892315,,lateral wings of the dorsal raphe nucleus,isDRW,11,12,3,8390,16880,9,17,1394,/15564/15565/16808/16809/16810/16876/16877/16879/16880/112892315/,D332E6,,,f,11311,3278080091,734881840,lateral wings of the dorsal raphe nucleus
17425,,ventricular zone of r8Tr,r8Trv,9,12,3,8390,17424,7,17,2099,/15564/15565/16808/17352/17416/17418/17424/17425/,4FD9BF,,,f,12016,2944064883,734881840,ventricular zone of r8Tr
529,773,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",BSTv,10,1,3,8690,359,8,1,631,/997/8/567/623/803/809/351/359/529/,B3C0DF,,,f,632,2523776098,734881840,Bed nuclei of the stria terminalis anterior division ventral nucleus
5208,5207,superficial stratum of AmPal,APals,10,8,3,8000,5164,11,13,279,/6070/5012/5450/5866/8224/6608/7480/8068/6002/6056/5164/5208/,FF752B,,,f,4949,1432674708,734881840,superficial stratum of AmPal
4303,4297,"lateral septal nucleus, left",LS,,7,1,8490,4301,7,10,454,/4005/4006/4007/4275/4300/13002/4301/4303/,D168FF,,,f,3285,3318367728,734881840,lateral septal nucleus left
15711,,"ventral tuberomammillary nucleus, superficial part (histaminergic)",VTMs,11,12,3,8390,15710,10,17,149,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15710/15711/,975C34,,,f,10066,3722249245,734881840,ventral tuberomammillary nucleus superficial part (histaminergic)
17543,,mantle zone of r10Ve,r10Vem,9,12,3,8390,17541,7,17,2252,/15564/15565/16808/17352/17538/17540/17541/17543/,A6E0CB,,,f,12169,1412229297,734881840,mantle zone of r10Ve
16732,,intermediate stratum of m1B,m1Bi,10,12,3,8390,16728,7,17,1219,/15564/15565/16649/16650/16725/16726/16728/16732/,45AC47,,,f,11136,2173517453,734881840,intermediate stratum of m1B
3063,3063,phrenic motoneurons of lamina 9,Ph9,0,3,3,8200,3000,1,5,63,/3000/3063/,FFFFFF,,,f,2546,4111498392,734881840,phrenic motoneurons of lamina 9
8088,8087,granule cell layer of the DG,DGGran,11,8,3,8000,6368,12,13,407,/6070/5012/5450/5866/8224/6608/7480/8216/6054/6968/6322/6368/8088/,FF70A0,,,f,5077,4069369090,734881840,granule cell layer of the DG
12034,,diagonal band,dib,,11,3,8660,10568,6,16,2158,/10153/10154/10155/10156/10557/10568/12034/,F2F1F0,,,f,8758,1790103645,734881840,diagonal band
12087,,strionigral tract,sni,,11,3,8660,10568,6,16,2239,/10153/10154/10155/10156/10557/10568/12087/,F2F1F0,,,f,8839,2648894934,734881840,strionigral tract
15892,,superficial stratum of ADg,ADgs,10,12,3,8390,15888,11,17,337,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15886/15888/15892/,EAB442,,,f,10254,895242292,734881840,superficial stratum of ADg
5156,5155,trochlear nucleus,4M,11,8,3,8000,7968,9,13,1129,/6070/5012/5460/6626/8192/7406/6760/7988/7968/5156/,FFBFFB,,,f,5799,3689815150,734881840,trochlear nucleus
12814,,facial colliculus,FaC,,11,3,8660,146035012,7,16,3262,/10153/10154/10155/10653/10670/12856/146035012/12814/,6D6E70,,,f,9862,2250703208,734881840,facial colliculus
8116,8115,periretromammillary circumventricular organ,PeRMVO,11,8,3,8000,6406,10,13,523,/6070/5012/5450/5866/8224/5034/5392/6838/6392/6406/8116/,ED1895,,,f,5193,2114569899,734881840,periretromammillary circumventricular organ
11295,,rostral CA3,CA3R,,11,3,8660,10299,12,16,1672,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10296/10299/11295/,9988BB,,,f,8272,1825595677,734881840,rostral CA3
17712,,mantle zone of SpBI,SpBIm,9,12,3,8390,17710,5,17,2462,/15564/15565/17651/17692/17710/17712/,D4CCC0,,,f,12379,67293592,734881840,mantle zone of SpBI
17186,,periventricular stratum of r4BL,r4BLp,10,12,3,8390,17185,8,17,1787,/15564/15565/16808/17092/17156/17182/17183/17185/17186/,8E59E6,,,f,11704,2449136841,734881840,periventricular stratum of r4BL
112764926,,ventricular zone of PPaA,PPav,9,112755220,3,8000,112764924,8,112755225,622,/112763676/112763678/112763680/112763682/112764008/112764920/112764922/112764924/112764926/,DF7257,,,f,12946,4268000254,734881840,ventricular zone of PPaA
126651662,,"ventricles, floor plate of p3",v_p3F,5,12,3,8390,126651654,6,17,2592,/15564/126651558/126651562/126651634/126651638/126651654/126651662/,A69F6B,,,f,12509,1935756993,734881840,ventricles floor plate of p3
16259,,intermediate part of PHyB,PHyB-I,6,12,3,8390,16247,7,17,724,/15564/15565/15566/15567/15738/16211/16247/16259/,B25B46,,,f,10641,585120338,734881840,intermediate part of PHyB
4157,4151,"fusiform gyrus, left",FuG,,7,1,8490,4156,6,10,259,/4005/4006/4007/4008/4132/4156/4157/,FF877F,,,f,3090,2865779080,734881840,fusiform gyrus left
17741,,abducens nerve root,6n,12,12,3,8390,17735,2,17,2496,/15564/17735/17741/,CCCCCC,,,f,12413,1301593739,734881840,abducens nerve root
7762,7761,ventral lateral nucleus,VL,12,8,3,8000,5552,12,13,667,/6070/5012/5450/5440/7380/5452/7196/8178/6344/8352/8336/5552/7762/,BFAC4D,,,f,5337,2838797160,734881840,ventral lateral nucleus
16720,,periventricular stratum of m1Lim,m1Limp,10,12,3,8390,16719,9,17,1207,/15564/15565/16649/16650/16651/16658/16716/16717/16719/16720/,4EC54E,,,f,11124,875265836,734881840,periventricular stratum of m1Lim
9189,,"retro-olivary cell group, right",RO,,7,2,8490,9186,7,10,1195,/4005/4006/4833/9131/9135/9177/9186/9189/,00FFAA,,,f,4026,3551225577,734881840,retro-olivary cell group right
12970,,SG in subgenual (subcallosal) cingulate cortex,cSGsg,,11,3,8660,12966,8,16,49,/10153/10154/10155/10156/10157/10506/11580/12966/12970/,AD405B,,,f,6649,3600898118,734881840,SG in subgenual (subcallosal) cingulate cortex
16088,,layer 2 of PRh-Ect,PRh-Ect-2,11,12,3,8390,16086,10,17,540,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16086/16088/,F32F4F,,,f,10457,3720131439,734881840,layer 2 of PRh-Ect
17692,,SpC basal plate (anterior horn),SpB,5,12,3,8390,17651,3,17,2440,/15564/15565/17651/17692/,D4CCC0,,,f,12357,3846494007,734881840,SpC basal plate (anterior horn)
9390,,lunate sulcus,lus,,7,3,8490,9386,4,10,1794,/4005/9352/9353/9386/9390/,6D6E70,,,f,4625,4245390350,734881840,lunate sulcus
9166,,"oral pontine reticular nucleus, left",PnO,,7,1,8490,9161,7,10,1176,/4005/4006/4833/9131/9135/9160/9161/9166/,00FFAA,,,f,4007,2140856304,734881840,oral pontine reticular nucleus left
3272,3272,triangular septal nucleus,TrSe,11,2,3,8000,3271,10,4,163,/2000/2001/2002/2003/2012/2013/2014/3265/3268/3271/3272/,ED685C,,,f,1544,2039192024,734881840,triangular septal nucleus
15693,,intermediate stratum of THyB-I,THyB-Ii,10,12,3,8390,15686,9,17,131,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/,975C34,,,f,10048,1758061742,734881840,intermediate stratum of THyB-I
16888,,ventricular zone of isBI,isBIv,9,12,3,8390,16887,8,17,1400,/15564/15565/16808/16809/16810/16876/16877/16887/16888/,BB2CCC,,,f,11317,4181603135,734881840,ventricular zone of isBI
112765805,,periventricular stratum of m1AD,m1ADp,10,112755220,3,8000,112765803,8,112755225,1051,/112763676/112763678/112765779/112765781/112765783/112765797/112765799/112765803/112765805/,17B317,,,f,13190,3132981786,734881840,periventricular stratum of m1AD
9591,,"medial reticular nucleus of the medulla, left",MRt,,7,1,8490,9589,6,10,1306,/4005/4006/9512/9587/9588/9589/9591/,276FD4,,,f,4137,1888219383,734881840,medial reticular nucleus of the medulla left
126651698,,"ventricles, pretectum",v_Pt,4,12,3,8390,126651694,5,17,2601,/15564/126651558/126651562/126651634/126651694/126651698/,FFE524,,,f,12518,1969410495,734881840,ventricles pretectum
11670,,CP in dorsomedial extrastriate cortex (V2),oCPdm,,11,3,8660,13095,9,16,215,/10153/10154/10155/10156/10157/10506/10515/10517/13095/11670/,AE4125,,,f,6815,1258205704,734881840,CP in dorsomedial extrastriate cortex (V2)
9550,,"endolemniscal nucleus, right",EL,,7,2,8490,9548,4,10,1260,/4005/4006/9512/9548/9550/,125ABF,,,f,4091,3917179973,734881840,endolemniscal nucleus right
9033,,"caudal central oculomotor nucleus, left",CC3,,7,1,8490,9031,6,10,942,/4005/4006/9001/9002/9030/9031/9033/,349009,,,f,3773,4105146285,734881840,caudal central oculomotor nucleus left
16054,,layer 5 of TCx,TC-5,11,12,3,8390,16049,12,17,506,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16044/16046/16049/16054/,F32F4F,,,f,10423,4019627388,734881840,layer 5 of TCx
15710,,superficial stratum of THyB-V,THyB-Vs,10,12,3,8390,15705,9,17,148,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15710/,975C34,,,f,10065,4082400741,734881840,superficial stratum of THyB-V
363,1035,"Prelimbic area, layer 5",PL5,11,1,3,8690,972,7,1,242,/997/8/567/688/695/315/972/363/,2FA850,,,f,243,1282533063,734881840,Prelimbic area layer 5
9273,,"perpendicular fasciculus, left",ppf,,7,1,8490,9272,5,10,1556,/4005/9218/9219/9230/9272/9273/,F2F1F0,,,f,4387,2099190715,734881840,perpendicular fasciculus left
17690,,lateral spinal nucleus,LSpin,11,12,3,8390,17689,7,17,2438,/15564/15565/17651/17653/17677/17679/17689/17690/,EBE3D5,,,f,12355,358797028,734881840,lateral spinal nucleus
10569,,arcuate fasciculus,af,,11,3,8660,10568,6,16,2144,/10153/10154/10155/10156/10557/10568/10569/,F2F1F0,,,f,8744,3754681235,734881840,arcuate fasciculus
1145,1143,"Cerebellar cortex, Purkinje layer",CBXpu,11,1,3,8690,528,4,1,1017,/997/8/512/528/1145/,FFFC91,,,f,1018,2145022156,734881840,Cerebellar cortex Purkinje layer
3084,3084,vertebral body,VB,0,3,3,8200,3000,1,5,84,/3000/3084/,FFFFFF,,,f,2567,2494846274,734881840,vertebral body
16539,,ventral part of PcP,PcPV,7,12,3,8390,16520,8,17,1016,/15564/15565/15566/16308/16509/16510/16519/16520/16539/,FFE524,,,f,10933,3386736800,734881840,ventral part of PcP
128011828,,subventricular zone of S1,S1sz,,4,3,8190,294021970,5,8,100,/3999/128011350/128011354/294021746/294021970/128011828/,D670A0,,,f,2672,3197052613,734881840,subventricular zone of S1
6992,6991,"suprachiasmatic nucleus, periventricular part",SCHp,11,8,3,8000,6642,10,13,92,/6070/5012/5450/5866/5328/5794/6446/7930/6618/6642/6992/,D129A4,,,f,4762,1415384598,734881840,suprachiasmatic nucleus periventricular part
3584,3584,lateral magnocellular part of Pa,PaLM,12,2,3,8000,3581,11,4,478,/2000/2001/2002/2003/2012/2016/2017/3577/3579/3580/3581/3584/,ED5C98,,,f,1859,1863344718,734881840,lateral magnocellular part of Pa
112764960,,ventricular zone of PSPa,PSPav,9,112755220,3,8000,112764958,8,112755225,639,/112763676/112763678/112763680/112763682/112764008/112764920/112764922/112764958/112764960/,DF7257,,,f,12952,17898205,734881840,ventricular zone of PSPa
17698,,intermediate stratum of SpBL,SpBLi,10,12,3,8390,17695,6,17,2448,/15564/15565/17651/17692/17693/17695/17698/,D4CCC0,,,f,12365,1598879984,734881840,intermediate stratum of SpBL
17323,,r6 part of basolateral intermediate zone,r6BLIZ,11,12,3,8390,17322,9,17,1966,/15564/15565/16808/17220/17290/17318/17319/17321/17322/17323/,54A6E6,,,f,11883,2437697077,734881840,r6 part of basolateral intermediate zone
10559,,anterior commissure,ac,,11,3,8660,10558,6,16,2118,/10153/10154/10155/10156/10557/10558/10559/,F2F1F0,,,f,8718,2776019666,734881840,anterior commissure
10979,,layer I of area 5ci,A5ci1,,11,3,8660,10217,13,16,947,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10217/10979/,F0DABE,,,f,7547,2693539936,734881840,layer I of area 5ci
16134,,"Field CA1, stratum radiatum",CA1sr,12,12,3,8390,16131,13,17,590,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16124/16126/16130/16131/16134/,FF5974,,,f,10507,58650859,734881840,Field CA1 stratum radiatum
36,994,"Gustatory areas, layer 1",GU1,11,1,3,8690,1057,7,1,108,/997/8/567/688/695/315/1057/36/,009C75,,,f,109,2374290445,734881840,Gustatory areas layer 1
16471,,shell of p2ZL,p2ZLS,11,12,3,8390,16470,11,17,946,/15564/15565/15566/16308/16375/16376/16382/16466/16467/16469/16470/16471/,FFF189,,,f,10863,2651935764,734881840,shell of p2ZL
11898,,inner SZ in dorsolateral prefrontal cortex,fSZdli,,11,3,8660,11895,9,16,417,/10153/10154/10155/10156/10157/10506/10536/10537/11895/11898/,E4C86B,,,f,7017,1345244438,734881840,inner SZ in dorsolateral prefrontal cortex
5998,5997,mantle zone of CbH,CbHm,9,8,3,8000,6928,7,13,1149,/6070/5012/5460/6626/6274/8132/6928/5998/,DC26FF,,,f,5819,1385875284,734881840,mantle zone of CbH
10496,,tuberomammillary nucleus,TM,,11,3,8660,10495,8,16,2101,/10153/10154/10155/10156/10157/10389/10467/10495/10496/,B57197,,,f,8701,2517520885,734881840,tuberomammillary nucleus
11092,,layer VI of area 22pc,A22pc6,,11,3,8660,10247,12,16,1132,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10244/10247/11092/,DA80A8,,,f,7732,4169523076,734881840,layer VI of area 22pc
3465,3465,layer 1 of LOT,LOT1,12,2,3,8000,3462,13,4,357,/2000/2001/2002/2003/2012/2013/2015/3400/3401/3448/3450/3459/3462/3465/,ED985C,,,f,1738,3884219041,734881840,layer 1 of LOT
17496,,mantle zone of r9Lim,r9Limm,9,12,3,8390,17494,7,17,2192,/15564/15565/16808/17352/17476/17478/17494/17496/,96E2CE,,,f,12109,2591486820,734881840,mantle zone of r9Lim
11198,,layer VI of area V3A,V3A-6,,11,3,8660,10275,12,16,1307,/10153/10154/10155/10156/10157/10158/10159/10160/10268/10270/10272/10275/11198/,D14D46,,,f,7907,4009807647,734881840,layer VI of area V3A
16714,,"subbrachial nucleus, rostral part",SubBR,11,12,3,8390,16713,9,17,1201,/15564/15565/16649/16650/16651/16658/16703/16705/16713/16714/,4EC54E,,,f,11118,1521984010,734881840,subbrachial nucleus rostral part
112765490,,floor plate of p2,p2F,5,112755220,3,8000,112765460,6,112755225,894,/112763676/112763678/112763680/112765096/112765226/112765460/112765490/,B3A646,,,f,13087,3748142147,734881840,floor plate of p2
10267,,parainsular cortex,PI,,11,3,8660,13322,10,16,1133,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10267/,E196B7,,,f,7733,329206140,734881840,parainsular cortex
12248,,"red nucleus, dorsomedial part",RNdm,,11,3,8660,12247,7,16,2529,/10153/10154/10155/10648/10649/12195/12247/12248/,5298AE,,,f,9129,1880433292,734881840,red nucleus dorsomedial part
7142,7141,"anterior amygdaloid area, medial part",AAM,11,8,3,8000,5208,12,13,280,/6070/5012/5450/5866/8224/6608/7480/8068/6002/6056/5164/5208/7142/,FF752B,,,f,4950,4270312506,734881840,anterior amygdaloid area medial part
112764864,,parasubiculum,PaS,8,112755220,3,8000,112764742,9,112755225,591,/112763676/112763678/112763680/112763682/112764008/112764010/112764034/112764310/112764742/112764864/,FF4865,,,f,12925,581239430,734881840,parasubiculum
