Gene,EntrezID
Ppp1r1b,19049.0
Ppp1r17,19051.0
Ppp2ca,19052.0
Ppp2cb,19053.0
Ppp2r3d,19054.0
Ppp3ca,19055.0
Ppp3cb,19056.0
Ppp3cc,19057.0
Ppp3r1,19058.0
Ppp3r2,19059.0
Ppp5c,19060.0
Ppt1,19063.0
Ppy,19064.0
Npy4r,19065.0
Nup88,19069.0
Mob4,19070.0
Prep,19072.0
Srgn,19073.0
Prg2,19074.0
Prim1,19075.0
Prim2,19076.0
Prkab1,19079.0
Prkag1,19082.0
Prkar1a,19084.0
Prkar1b,19085.0
Prkar2a,19087.0
Prkar2b,19088.0
Prkcsh,19089.0
Prkdc,19090.0
Prkg1,19091.0
Prkg2,19092.0
Mapk11,19094.0
Mapk8ip1,19099.0
Eif2ak2,19106.0
Dnajc3,100037258.0
Prkx,19108.0
Prl,19109.0
Prl4a1,19110.0
Prl6a1,19111.0
Prl8a6,19112.0
Prl7a1,19113.0
Prl7a2,19114.0
Prlr,19116.0
Prm1,19118.0
Prm2,19119.0
Prm3,19120.0
Prnp,19122.0
Proc,19123.0
Procr,19124.0
Prodh,19125.0
Prom1,19126.0
Prop1,19127.0
Pros1,19128.0
Prox1,19130.0
Prph,19132.0
Prph2,19133.0
Prpf4b,19134.0
Prps1,19139.0
Lgmn,19141.0
Prss12,19142.0
St14,19143.0
Klk6,19144.0
Tmprss15,19146.0
Prx,19153.0
Npepps,19155.0
Psap,19156.0
Cyth1,19157.0
Cyth2,19158.0
Cyth3,19159.0
Psen1,19164.0
Psen2,19165.0
Psma2,19166.0
Psma3,19167.0
Psmb1,19170.0
Psmb10,19171.0
Psmb4,19172.0
Psmb5,19173.0
Psmb6,19175.0
Psmb7,19177.0
Psmc1,19179.0
Psmc2,19181.0
Psmc3,19182.0
Psmc3ip,19183.0
Psmc5,19184.0
Psmd4,19185.0
Psme1,19186.0
Psme2,19188.0
Psme3,19192.0
Pipox,19193.0
Bpifa2,19194.0
Pspn,19197.0
Pstpip1,19200.0
Pstpip2,19201.0
Rhox6,19202.0
Ptafr,19204.0
Ptbp1,19205.0
Ptch1,19206.0
Ptcra,19208.0
Ptdss1,19210.0
Pten,19211.0
Pter,19212.0
Ptf1a,19213.0
Ptgdr,19214.0
Ptgds,19215.0
Ptger1,19216.0
Ptger2,19217.0
Ptger3,19218.0
Ptger4,19219.0
Ptgfr,19220.0
Ptgfrn,19221.0
Ptgir,19222.0
Ptgis,19223.0
Ptgs1,19224.0
Ptgs2,19225.0
Pth,19226.0
Pthlh,19227.0
Pth1r,19228.0
Ptk2b,19229.0
Twf1,19230.0
Ptma,19231.0
Tmsb10,19240.0
Tmsb4x,19241.0
Ptn,19242.0
Ptp4a1,19243.0
Ptp4a2,19244.0
Ptp4a3,19245.0
Ptpn1,19246.0
Ptpn11,19247.0
Ptpn12,19248.0
Ptpn13,19249.0
Ptpn14,19250.0
Dusp1,19252.0
Ptpn18,19253.0
Ptpn2,19255.0
Ptpn20,19256.0
Ptpn4,19258.0
Ptpn5,19259.0
Ptpn22,19260.0
Sirpa,19261.0
Ptpra,19262.0
Ptprb,19263.0
Ptprc,19264.0
Ptprcap,19265.0
Ptprd,19266.0
Ptpre,19267.0
Ptprg,19270.0
Ptprj,19271.0
Ptprk,19272.0
Ptpru,19273.0
Ptprm,19274.0
Ptprn,19275.0
Ptprn2,19276.0
Ptpro,19277.0
Ptprr,19279.0
Ptprs,19280.0
Ptprt,19281.0
Ptprz1,19283.0
Ptrf,19285.0
Pts,19286.0
Ptx3,19288.0
Igdcc3,19289.0
Purb,19291.0
Pvalb,19293.0
Pvrl2,19294.0
Pvt1,19296.0
Pex19,19298.0
Abcd3,19299.0
Abcd4,19300.0
Pxmp2,19301.0
Pex2,19302.0
Pxn,19303.0
Pex5,19305.0
Pygm,19309.0
Qk,19317.0
Rab1,19324.0
Rab10,19325.0
Rab11b,19326.0
Rab12,19328.0
Rab17,19329.0
Rab18,19330.0
Rab19,19331.0
Rab20,19332.0
Rab22a,19334.0
Rab23,19335.0
Rab24,19336.0
Rab33a,19337.0
Rab33b,19338.0
Rab3a,19339.0
Rab3d,19340.0
Rab4a,19341.0
Rab4b,19342.0
Rab5b,19344.0
Rab5c,19345.0
Rab6a,19346.0
Dennd5a,19347.0
Kif20a,19348.0
Rab7,19349.0
Rabggtb,19352.0
Rac1,19353.0
Rac2,19354.0
Rad1,19355.0
Rad17,19356.0
Rad21,19357.0
Rad23a,19358.0
Rad23b,19359.0
Rad50,19360.0
Rad51,19361.0
Rad51ap1,19362.0
Rad51b,19363.0
Rad51d,19364.0
Rad52,19365.0
Rad54l,19366.0
Rad9a,19367.0
Rag1,19373.0
Rag2,19374.0
Rab34,19376.0
Rai1,19377.0
Aldh1a2,19378.0
Raly,19383.0
Ran,19384.0
Ranbp1,19385.0
Ranbp2,19386.0
Rangap1,19387.0
Rasgrp2,19395.0
Rapsn,19400.0
Rara,19401.0
Rarg,19411.0
Rasa3,19414.0
Rasal1,19415.0
Rasd1,19416.0
Rasgrf1,19417.0
Rasgrf2,19418.0
Rasgrp1,19419.0
Rax,19434.0
Rb1,19645.0
Rbbp4,19646.0
Rbbp6,19647.0
Robo3,19649.0
Rbl1,19650.0
Rbl2,19651.0
Rbm3,19652.0
Rbm4,19653.0
Rbm6,19654.0
Rbmx,19655.0
Rbmxl1,19656.0
Rbmy,19657.0
Rbp1,19659.0
Rbp2,19660.0
Rbp3,19661.0
Rbp4,19662.0
Rbpms,19663.0
Rbpj,19664.0
Rbpjl,19668.0
Rce1,19671.0
Rcn1,19672.0
Rcvrn,19674.0
Pitpnm2,19679.0
Rdh5,19682.0
Rdh16,19683.0
Rdx,19684.0
Rfc1,19687.0
Recql,19691.0
Reg1,19692.0
Reg2,19693.0
Reg3a,19694.0
Reg3g,19695.0
Rel,19696.0
Rela,19697.0
Relb,19698.0
Reln,19699.0
Rem1,19700.0
Ren1,19701.0
Ren2,19702.0
Renbp,19703.0
Upf1,19704.0
Reps1,19707.0
Dpf2,19708.0
Resp18,19711.0
Rest,19712.0
Ret,19713.0
Rev3l,19714.0
Bex1,19716.0
Rfc2,19718.0
Trim27,19720.0
Rfx1,19724.0
Rfx2,19725.0
Rfx3,19726.0
Rfxank,19727.0
Slc50a1,19729.0
Ralgds,19730.0
Rgl1,19731.0
Rgl2,19732.0
Rgn,19733.0
Rgs16,19734.0
Rgs2,19735.0
Rgs4,19736.0
Rgs5,19737.0
Rgs9,19739.0
Rhag,19743.0
Rheb,19744.0
Rhd,19746.0
Rnase1,19752.0
Rit2,19762.0
Ring1,19763.0
Ralbp1,19765.0
Ripk1,19766.0
Rit1,19769.0
Rlbp1,19771.0
Rln1,19773.0
Xpr1,19775.0
Uri1,19777.0
Rnaseh1,19819.0
Rlim,19820.0
Rnf2,19821.0
Rnf4,19822.0
Rnf7,19823.0
Trim10,19824.0
Rnps1,19826.0
Robo1,19876.0
Rock1,19877.0
Rock2,19878.0
Slc22a8,19879.0
Rom1,19881.0
Mst1r,19882.0
Rora,19883.0
Rorc,19885.0
Ros1,19886.0
Rp1,19888.0
Rp2h,19889.0
Rpa2,19891.0
Rpe65,19892.0
Rpgr,19893.0
Rph3a,19894.0
Rpia,19895.0
Rpl19,19921.0
Rpl21,19933.0
Rpl22,19934.0
Mrpl23,19935.0
Rpl26,19941.0
Rpl27,19942.0
Rpl28,19943.0
Rpl30,19946.0
Rpl32,19951.0
Rpl37a,19981.0
Rpl36a,19982.0
Rpl5,100503670.0
Rpl6,19988.0
Rpl7,19989.0
Rpn2,20014.0
Polr1c,20016.0
Polr1b,20017.0
Polr1d,20018.0
Polr1a,20019.0
Polr2a,20020.0
Polr2c,20021.0
Polr2j,20022.0
Sub1,20024.0
Pdc,20028.0
Rps12,20042.0
Rps14,20044.0
Rps15,20054.0
Rps16,20055.0
Rps17,20068.0
Rps18,20084.0
Rps19,20085.0
Rps24,20088.0
Rps3a1,20091.0
Rps4x,20102.0
Rps5,20103.0
Rps6,20104.0
Rps6ka1,20111.0
Rps6ka2,20112.0
Rps7,20115.0
Rps8,20116.0
Trim30a,20128.0
Rptn,20129.0
Rras,20130.0
Rrh,20132.0
Rrm1,20133.0
Rrm2,20135.0
Rs1,20147.0
Dhrs3,20148.0
Rsu1,20163.0
Rtkn,20166.0
Rtn2,20167.0
Rtn3,20168.0
Hps6,20170.0
Ruvbl2,20174.0
Rxra,20181.0
Rxrb,20182.0
Rxrg,20183.0
Uimc1,20184.0
Ncor1,20185.0
Nr1h4,20186.0
Ryk,20187.0
Ryr1,20190.0
Ryr2,20191.0
Ryr3,20192.0
S100a1,20193.0
S100a10,20194.0
S100a11,20195.0
S100a13,20196.0
S100a3,20197.0
S100a4,20198.0
S100a5,20199.0
S100a6,20200.0
S100a8,20201.0
S100a9,20202.0
S100b,20203.0
Prrx2,20204.0
Saa2,20209.0
Saa4,20211.0
Sag,20215.0
Acsm3,20216.0
Khdrbs1,20218.0
Apcs,20219.0
Sap18,20220.0
Sf3a2,20222.0
Sar1a,20224.0
Sars,20226.0
Sart1,20227.0
Sat1,20229.0
Satb1,20230.0
Nkx1-2,
Sbp,20234.0
Atxn1,20238.0
Atxn2,20239.0
Serpinb3a,20248.0
Scd1,20249.0
Scd2,20250.0
Scg2,20254.0
Scg3,20255.0
Clec11a,20256.0
Stmn2,20257.0
Scin,20259.0
Stmn3,20262.0
Scn10a,20264.0
Scn1a,20265.0
Scn1b,20266.0
Scn3a,20269.0
Scn5a,20271.0
Scn7a,20272.0
Scn8a,20273.0
Scn9a,20274.0
Scnn1a,20276.0
Scnn1b,20277.0
Scnn1g,20278.0
Scp2,20280.0
Scrg1,20284.0
Zc3h7b,20286.0
Sct,20287.0
Msr1,20288.0
Scx,20289.0
Ccl1,20290.0
Ccl11,20292.0
Ccl12,20293.0
Ccl17,20295.0
Ccl2,20296.0
Ccl20,20297.0
Ccl22,20299.0
Ccl25,20300.0
Ccl27a,20301.0
Ccl3,20302.0
Ccl4,20303.0
Ccl5,20304.0
Ccl6,20305.0
Ccl7,20306.0
Ccl8,20307.0
Ccl9,20308.0
Cxcl15,20309.0
Cxcl2,20310.0
Cxcl5,20311.0
Cx3cl1,20312.0
Cxcl12,20315.0
Sdf2,20316.0
Serpinf1,20317.0
Sdf4,20318.0
Sfrp2,20319.0
Nptn,20320.0
Frrs1,20321.0
Sord,20322.0
Sdpr,20324.0
Sec22b,20333.0
Sec23a,20334.0
Sec61g,20335.0
Exoc4,20336.0
Sel1l,20338.0
Sele,20339.0
Glg1,20340.0
Selenbp1,20341.0
Selenbp2,20342.0
Sell,20343.0
Selp,20344.0
Selplg,20345.0
Sema3a,20346.0
Sema3b,20347.0
Sema3c,20348.0
Sema3e,20349.0
Sema3f,20350.0
Sema4a,20351.0
Sema4b,20352.0
Sema4c,20353.0
Sema4d,20354.0
Sema4f,20355.0
Sema5a,20356.0
Sema5b,20357.0
Sema6a,20358.0
Sema6b,20359.0
Sema6c,20360.0
Sema7a,20361.0
Sept8,20362.0
Sepp1,20363.0
Sepw1,20364.0
Serf1,20365.0
Sez6,20370.0
Foxp3,20371.0
Spi1,20375.0
Sfrp1,20377.0
Frzb,20378.0
Sfrp4,20379.0
Srsf2,20382.0
Srsf3,20383.0
Sftpa1,20387.0
Sftpc,20389.0
Sftpd,20390.0
Sgca,20391.0
Sgce,20392.0
Sgk1,20393.0
Scg5,20394.0
Sgpl1,20397.0
Sh2b1,20399.0
Sh2d1a,20400.0
Sh3bp1,20401.0
Zfp106,20402.0
Itsn2,20403.0
Sh3gl2,20404.0
Sh3gl1,20405.0
Sh3gl3,20408.0
Ostf1,20409.0
Sorbs3,20410.0
Sorbs1,20411.0
Shbg,20415.0
Shc1,20416.0
Shc3,20418.0
Shcbp1,20419.0
Shd,20420.0
Shfm1,20422.0
Shh,20423.0
Shmt1,20425.0
Shox2,20429.0
Cyfip1,20430.0
Pmel,20431.0
Siah1a,20437.0
Siah1b,20438.0
Siah2,20439.0
St6gal1,20440.0
St3gal3,20441.0
St3gal1,20442.0
St3gal4,20443.0
St3gal2,20444.0
St6galnac1,20445.0
St6galnac2,20446.0
St6galnac3,20447.0
St6galnac4,20448.0
St8sia1,20449.0
St8sia2,20450.0
St8sia3,20451.0
St8sia4,20452.0
St3gal5,20454.0
Ptk6,20459.0
Stil,20460.0
Tra2b,20462.0
Cox7a2l,20463.0
Sim1,20464.0
Sim2,20465.0
Sin3a,20466.0
Sin3b,20467.0
Sipa1,20469.0
Six1,20471.0
Six2,20472.0
Six3,20473.0
Six4,20474.0
Six5,20475.0
Six6,20476.0
Vps4b,20479.0
Clpb,20480.0
Ski,20481.0
Skil,20482.0
Sla,20491.0
Slbp,20492.0
Slc10a1,20493.0
Slc10a2,20494.0
Slc12a1,20495.0
Slc12a2,20496.0
Slc12a3,20497.0
Slc12a4,20498.0
Slc12a7,20499.0
Slc13a2,20500.0
Slc16a1,20501.0
Slc16a2,20502.0
Slc16a7,20503.0
Slc34a1,20505.0
Slc18a3,20508.0
Slc19a1,20509.0
Slc1a1,20510.0
Slc1a2,20511.0
Slc1a3,20512.0
Slc1a6,20513.0
Slc1a5,20514.0
Slc20a1,20515.0
Slc20a2,20516.0
Slc22a1,20517.0
Slc22a2,20518.0
Slc22a3,20519.0
Slc22a5,20520.0
Slc22a12,20521.0
Slc23a1,20522.0
Slc25a14,20523.0
Slc25a17,20524.0
Slc2a1,20525.0
Slc2a2,20526.0
Slc2a3,20527.0
Slc2a4,20528.0
Slc31a1,20529.0
Slc31a2,20530.0
Slc34a2,20531.0
Slc3a1,20532.0
Slc4a1,20533.0
Slc4a1ap,20534.0
Slc4a2,20535.0
Slc4a3,20536.0
Slc5a1,20537.0
Slc6a2,20538.0
Slc7a5,20539.0
Slc7a7,20540.0
Slc8a1,20541.0
Slc9a1,20544.0
Slfn1,20555.0
Slfn2,20556.0
Slfn3,20557.0
Slfn4,20558.0
Slit1,20562.0
Slit2,20563.0
Slit3,20564.0
Slpi,20568.0
Snai2,20583.0
Hltf,20585.0
Smarca4,20586.0
Smarcb1,20587.0
Smarcc1,20588.0
Ighmbp2,20589.0
Kdm5c,20591.0
Kdm5d,20592.0
Smn1,20595.0
Smpd1,20597.0
Smpd2,20598.0
Smr3a,20599.0
Smr2,20600.0
Ncor2,20602.0
Sms,20603.0
Sst,20604.0
Sstr1,20605.0
Sstr2,20606.0
Sstr3,20607.0
Sstr4,20608.0
Sstr5,20609.0
Sumo3,20610.0
Ssty1,20611.0
Siglec1,20612.0
Snai1,20613.0
Snap25,20614.0
Snapin,20615.0
Snap91,20616.0
Snca,20617.0
Sncg,20618.0
Snap23,20619.0
Plk2,20620.0
Snn,20621.0
Snrk,20623.0
Eftud2,20624.0
Snrpc,20630.0
Snrnp70,20637.0
Snrpb2,20639.0
Snrpd1,20641.0
Snrpe,20643.0
Snrpn,20646.0
Snta1,20648.0
Sntb1,20649.0
Sntb2,20650.0
Soat1,20652.0
Sod1,20655.0
Sod2,20656.0
Sod3,20657.0
Son,20658.0
Sorl1,20660.0
Sort1,20661.0
Sos1,20662.0
Sos2,20663.0
Sox10,20665.0
Sox11,20666.0
Sox12,20667.0
Sox13,20668.0
Sox14,20669.0
Sox15,20670.0
Sox17,20671.0
Sox18,20672.0
Sox2,20674.0
Sox4,20677.0
Sox5,20678.0
Sox6,20679.0
Sox7,20680.0
Sox8,20681.0
Sox9,20682.0
Sp1,20683.0
Sp100,20684.0
Spa17,20686.0
Sp3,20687.0
Sp4,20688.0
Sall3,20689.0
Spam1,20690.0
Sparc,20692.0
Serpina1a,20700.0
Serpina1b,20701.0
Serpina1d,20703.0
Serpina1e,20704.0
Serpinb9b,20706.0
Serpinb9c,20707.0
Serpinb6b,20708.0
Serpinb9e,20710.0
Serpini1,20713.0
Serpina3k,20714.0
Serpina3n,20716.0
Serpinb6a,20719.0
Serpine2,20720.0
Serpinb9,20723.0
Serpinb5,20724.0
Serpinb8,20725.0
Serpinb9d,20726.0
Spic,20728.0
Spin1,20729.0
Spink3,20730.0
Spint1,20732.0
Spint2,20733.0
Spn,20737.0
Spta1,20739.0
Sptan1,20740.0
Sptb,20741.0
Sptbn1,20742.0
Strbp,20744.0
Spock1,20745.0
Spop,20747.0
Dbpht1,20749.0
Spp1,20750.0
Spr,20751.0
Sprr1a,20753.0
Sprr1b,20754.0
Sprr2a1,20755.0
Sprr2b,20756.0
Sprr2d,20758.0
Sprr2g,20761.0
Sprr2h,20762.0
Sprr2i,20763.0
Sprr2j-ps,
Sprr2k,20765.0
Sprr3,20766.0
Sephs2,20768.0
Spt1,20770.0
Mucl1,20771.0
Sptlc2,20773.0
Sqle,20775.0
Tmie,20776.0
Scarb1,20778.0
Src,20779.0
Srebf1,20787.0
Srebf2,20788.0
Srf,20807.0
Srm,20810.0
Srms,20811.0
Srp14,20813.0
Srpk1,20815.0
Srpk2,20817.0
Srprb,20818.0
Trim21,20821.0
Trove2,20822.0
Ssb,20823.0
Nhp2l1,20826.0
Ssr4,20832.0
Ssrp1,20833.0
Znrf4,20834.0
Stac,20840.0
Zfp143,20841.0
Stag1,20842.0
Stag2,20843.0
Stam,20844.0
Star,20845.0
Stat1,20846.0
Stat2,20847.0
Stat3,20848.0
Stat4,20849.0
Stat5a,20850.0
Stat5b,20851.0
Stat6,20852.0
Stau1,20853.0
Stc1,20855.0
Stc2,20856.0
Sult1e1,20860.0
Sult2a2,100043194.0
Stim1,20866.0
Stip1,20867.0
Stk10,20868.0
Stk11,20869.0
Aurkc,20871.0
Stk16,20872.0
Plk4,20873.0
Slk,20874.0
Aurkb,20877.0
Aurka,20878.0
Sult1a1,20887.0
Sult1c1,20888.0
Wnt8a,20890.0
Stra13,20892.0
Bhlhe40,20893.0
Stra6,20897.0
Stra8,20899.0
Strap,20901.0
Strm,100504617.0
Stx1a,20907.0
Stx3,20908.0
Stx4a,20909.0
Stxbp1,20910.0
Stxbp2,20911.0
Stxbp3a,20912.0
Stxbp4,20913.0
Sucla2,20916.0
Suclg2,20917.0
Eif1,20918.0
Supt4a,20922.0
Supt5,20924.0
Supt6,20926.0
Abcc8,20927.0
Abcc9,20928.0
Surf1,20930.0
Surf2,20931.0
Surf4,20932.0
Med22,20933.0
Surf6,20935.0
Suv39h1,20937.0
Svs4,20941.0
Svs5,20944.0
Svs6,20945.0
Swap70,20947.0
Vamp7,20955.0
Sycp1,20957.0
Sycp3,20962.0
Syk,20963.0
Syn1,20964.0
Syn2,20965.0
Sdc1,20969.0
Sdc3,20970.0
Sdc4,20971.0
Syngr1,20972.0
Syngr2,20973.0
Syngr3,20974.0
Synj2,20975.0
Syp,20977.0
Syt1,20979.0
Syt2,20980.0
Syt3,20981.0
Syt4,20983.0
T,20997.0
Tac1,21333.0
Tac2,21334.0
Tacc3,21335.0
Tacr1,21336.0
Tacr2,21337.0
Tacr3,21338.0
Taf1a,21339.0
Taf1b,21340.0
Taf1c,21341.0
Taf6,21343.0
Tagln,21345.0
Tagln2,21346.0
Tal1,21349.0
Tal2,21350.0
Taldo1,21351.0
Tank,21353.0
Tap1,21354.0
Tap2,21355.0
Tapbp,21356.0
Tarbp2,21357.0
Slc6a6,21366.0
Cntn2,21367.0
Tbca,21371.0
Tbl1x,21372.0
Tbp,21374.0
Tbr1,21375.0
Tbrg1,21376.0
Tbrg3,21378.0
Tbrg4,21379.0
Tbx15,21384.0
Tbx2,21385.0
Tbx3,21386.0
Tbx4,21387.0
Tbx6,21389.0
Tbxa2r,21390.0
Tbxas1,21391.0
Tcap,21393.0
Tcea1,21399.0
Tcea2,21400.0
Tcea3,21401.0
Skp1a,21402.0
Hnf1a,21405.0
Tcf12,21406.0
Tcf15,21407.0
Zfp354a,21408.0
Hnf1b,21410.0
Tcf20,21411.0
Tcf21,21412.0
Tcf4,21413.0
Tcf7,21414.0
Tcf7l1,21415.0
Tcf7l2,21416.0
Zeb1,21417.0
Tfap2a,21418.0
Tfap2b,21419.0
Tfap2c,21420.0
Tfcp2,21422.0
Tcf3,21423.0
Tfeb,21425.0
Tfec,21426.0
Vps72,21427.0
Mlx,21428.0
Ubtf,21429.0
Tcl1,21432.0
Tcn2,21452.0
Tcof1,21453.0
Tcp1,21454.0
Tcp10a,21461.0
Tcp10b,21462.0
Tcte1,21645.0
Tcte2,21646.0
Tcte3,21647.0
Dynlt1b,21648.0
Phf1,21652.0
Phlda1,21664.0
Tdg,21665.0
Tdgf1,21667.0
Prdx2,21672.0
Dntt,21673.0
Sry,21674.0
Tead1,21676.0
Tead2,21677.0
Tead3,21678.0
Tead4,21679.0
Tec,21682.0
Tecta,21683.0
Tef,21685.0
Tek,21687.0
Tekt1,21689.0
Inmt,21743.0
Adad1,21744.0
Tep1,21745.0
Terf1,21749.0
Terf2,21750.0
Tert,21752.0
Tes,21753.0
Tesk1,21754.0
Prss39,21755.0
Prss40,21756.0
Morf4l1,21761.0
Psmd2,21762.0
Tex2,21763.0
Tex261,21766.0
Tex264,21767.0
Zfand3,21769.0
Ppp2r5d,21770.0
Cirh1a,21771.0
Tex9,21778.0
Tfam,21780.0
Tfdp1,21781.0
Tff1,21784.0
Tff3,21786.0
Tfg,21787.0
Tfpi,21788.0
Tfpi2,21789.0
Tgfa,21802.0
Tgfb1,21803.0
Tgfb1i1,21804.0
Tsc22d1,21807.0
Tgfb2,21808.0
Tgfb3,21809.0
Tgfbi,21810.0
Tgfbr1,21812.0
Tgfbr2,21813.0
Tgfbr3,21814.0
Tgif1,21815.0
Tgm1,21816.0
Tgm2,21817.0
Tgm3,21818.0
Tg,21819.0
Ift88,21821.0
Tgtp1,21822.0
Th,21823.0
Thbd,21824.0
Thbs1,21825.0
Thbs2,21826.0
Thbs3,21827.0
Thbs4,21828.0
Theg,21830.0
Thpo,21832.0
Thra,21833.0
Thrb,21834.0
Thrsp,21835.0
Thy1,21838.0
Tia1,21841.0
Tial1,21843.0
Tiam1,21844.0
Tie1,21846.0
Klf10,21847.0
Trim24,21848.0
Trim28,21849.0
Timeless,21853.0
Timm17a,21854.0
Timm17b,21855.0
Timm44,21856.0
Timp1,21857.0
Timp2,21858.0
Timp3,21859.0
Nkx2-1,
Atp6v0a2,21871.0
Tjp1,21872.0
Tjp2,21873.0
Tk1,21877.0
Tkt,21881.0
Fabp9,21884.0
Tle1,21885.0
Tle2,21886.0
Tle3,21887.0
Tle4,21888.0
Tll1,21892.0
Tln1,21894.0
Tlr1,21897.0
Tlr4,21898.0
Tlr6,21899.0
Otop1,21906.0
Nr2e1,21907.0
Tlx1,21908.0
Tspan7,21912.0
Dtymk,21915.0
Tmod1,21916.0
Tmpo,21917.0
Clec3b,21922.0
Tnc,21923.0
Tnnc1,21924.0
Tnnc2,21925.0
Tnf,21926.0
Tnfaip2,21928.0
Tnfaip3,21929.0
Tnfaip6,21930.0
Tnfrsf10b,21933.0
Tnfrsf11a,21934.0
Tnfrsf17,21935.0
Tnfrsf18,21936.0
Tnfrsf1a,21937.0
Tnfrsf1b,21938.0
Cd40,21939.0
Cd27,21940.0
Tnfrsf8,21941.0
Tnfrsf9,21942.0
Tnfsf11,21943.0
Tnfsf12,21944.0
Dedd,21945.0
Pglyrp1,21946.0
Cd40lg,21947.0
Cd70,21948.0
Tnfsf8,21949.0
Tnfsf9,21950.0
Tnks,21951.0
Tnni1,21952.0
Tnni2,21953.0
Tnni3,21954.0
Tnnt1,21955.0
Tnnt2,21956.0
Tnnt3,21957.0
Tnp1,21958.0
Tnp2,21959.0
Tnr,21960.0
Tns1,21961.0
Tom1,21968.0
Top1,21969.0
Top2a,21973.0
Top2b,21974.0
Top3a,21975.0
Top3b,21976.0
Ppp1r13b,21981.0
Tmem165,21982.0
Tpbg,21983.0
Tpbpa,21984.0
Tpd52,21985.0
Tpd52l1,21987.0
Tph1,21990.0
Tpi1,21991.0
Tpm1,22003.0
Tpm2,22004.0
Tpmt,22017.0
Tpo,22018.0
Tpp2,22019.0
Tpst1,22021.0
Tpst2,22022.0
Crisp2,22024.0
Nr2c1,22025.0
Nr2c2,22026.0
Hsp90b1,22027.0
Traf1,22029.0
Traf2,22030.0
Traf3,22031.0
Traf4,22032.0
Traf5,22033.0
Traf6,22034.0
Tnfsf10,22035.0
Traip,22036.0
Trap1a,22037.0
Plscr1,22038.0
Trex1,22040.0
Trf,22041.0
Tfrc,22042.0
Trh,22044.0
Trhr,22045.0
Trip6,22051.0
Tob1,22057.0
Trp53,22059.0
Trp63,22061.0
Trp73,22062.0
Trpc1,22063.0
Trpc2,22064.0
Trpc3,22065.0
Trpc4,22066.0
Trpc5,22067.0
Trpc6,22068.0
Tpt1,22070.0
Prss3,22073.0
Ctr9,22083.0
Tsc2,22084.0
Tsg101,22088.0
Rsph1,22092.0
Tshb,22094.0
Tshr,22095.0
Tsn,22099.0
Tspyl1,22110.0
Phlda2,22113.0
Tssk1,22114.0
Tssk2,22115.0
Tsks,22116.0
Tst,22117.0
Rpl13a,22121.0
Tsta3,22122.0
Psmd3,22123.0
Tsx,22127.0
Ttc3,22129.0
Ttf1,22130.0
Tgoln1,22134.0
Tgoln2,22135.0
Ttk,22137.0
Ttn,22138.0
Ttr,22139.0
Tub,22141.0
Tuba1a,22142.0
Tuba1b,22143.0
Tuba3a,22144.0
Tuba4a,22145.0
Tuba3b,22147.0
Tubb2a,22151.0
Tubb3,22152.0
Tubb4a,22153.0
Tuft1,22156.0
Tulp1,22157.0
Tulp3,22158.0
Twist1,22160.0
Tnfsf4,22164.0
Txk,22165.0
Txn1,22166.0
Cmpk2,22169.0
Tyms,22171.0
Tyms-ps,
Tyr,22173.0
Tyro3,22174.0
Tyrobp,22177.0
Tyrp1,22178.0
Zrsr1,22183.0
U2af2,22185.0
Uba52,22186.0
Ube2m,22192.0
Ube2e3,22193.0
Ube2e1,22194.0
Ube2l3,22195.0
Ube2i,22196.0
Uba3,22200.0
Uba1,22201.0
Uba1y,22202.0
Ube2a,22209.0
Ube2b,22210.0
Ube2g2,22213.0
Ube2h,22214.0
Ube3a,22215.0
Usp12,22217.0
Sumo1,22218.0
Ubp1,22221.0
Ubr1,22222.0
Uchl1,22223.0
Usp10,22224.0
Usp5,22225.0
Ucn,22226.0
Ucp1,22227.0
Ucp2,22228.0
Ucp3,22229.0
Ufd1l,22230.0
Slc35a2,22232.0
Ugcg,22234.0
Ugdh,22235.0
Ugt1a2,22236.0
Ugt2b5,22238.0
Ugt8a,22239.0
Dpysl3,22240.0
Ulk1,22241.0
Umod,22242.0
Uck1,22245.0
Umps,22247.0
Unc119,22248.0
Unc13b,22249.0
Unc5c,22253.0
Uncx,22255.0
Ung,22256.0
Usp4,22258.0
Nr1h3,22259.0
Nr1h2,22260.0
Uox,22262.0
Prap1,22264.0
Upk1b,22268.0
Upk2,22269.0
Upk3a,22270.0
Upp1,22271.0
Uqcrq,22272.0
Uqcrc1,22273.0
Urod,22275.0
Uros,22276.0
Usf1,22278.0
Usf2,22282.0
Ush2a,22283.0
Usp9x,22284.0
Utf1,22286.0
Scgb1a1,22287.0
Utrn,22288.0
Kdm6a,22289.0
Uty,22290.0
Slc45a2,22293.0
Uxt,22294.0
Cdh23,22295.0
Vmn1r51,22296.0
Vmn1r45,22297.0
Vmn2r10,22307.0
Vmn2r107,22312.0
Vamp1,22317.0
Vamp2,22318.0
Vamp3,22319.0
Vamp8,22320.0
Vars,22321.0
Vasp,22323.0
Vav1,22324.0
Vav2,22325.0
Vax1,22326.0
Vcam1,22329.0
Vcl,22330.0
Vdac1,22333.0
Vdac2,22334.0
Vdac3,22335.0
Vdr,22337.0
Vegfa,22339.0
Vegfb,22340.0
Vegfc,22341.0
Lin7b,22342.0
Lin7c,22343.0
Vezf1,22344.0
Vhl,22346.0
Slc32a1,22348.0
Vil1,22349.0
Ezr,22350.0
